Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,DebtRatio_age,Income_per_Loan
1167,0,0.823059361,71,1,2061.0,,6,1,0,1,0.0,146331.0,
1168,1,0.902797114,45,3,2788.0,,8,2,1,2,0.0,125460.0,
1169,0,0.099482078,44,0,0.431368631,5004.0,7,0,1,0,3.0,18.980219764,714.8571428571429
1170,0,0.418397882,58,0,0.414148447,7180.0,14,0,2,0,0.0,24.020609926,512.8571428571429
1171,0,0.537344212,57,0,0.627822789,5800.0,19,0,1,0,0.0,35.785898973,305.2631578947368
1172,0,0.002776037,55,0,0.37584925,7800.0,11,0,2,0,1.0,20.67170875,709.0909090909091
1173,0,0.9999999,82,0,0.0,1400.0,0,0,0,0,0.0,0.0,1400.0
1174,1,0.9999999,71,1,0.313816494,2800.0,2,0,1,1,0.0,22.280971074,1400.0
1175,0,0.317047101,65,0,0.173402868,2300.0,14,0,0,0,0.0,11.27118642,164.28571428571428
1176,0,0.100578252,69,0,2209.0,,11,0,2,0,2.0,152421.0,
1177,0,0.109278443,54,0,1370.0,,5,0,1,0,0.0,73980.0,
1178,0,0.012951764,68,0,1968.0,,5,0,1,0,0.0,133824.0,
1179,0,0.186223251,58,1,0.251769464,8900.0,11,0,1,0,3.0,14.602628912,809.0909090909091
1180,0,0.219540157,31,0,220.0,,4,0,0,0,0.0,6820.0,
1181,0,0.386875937,48,0,0.119083018,20850.0,19,0,0,0,2.0,5.715984864,1097.3684210526317
1182,0,0.809765043,64,0,0.476433476,10777.0,11,0,1,0,0.0,30.491742464,979.7272727272727
1183,0,0.126458612,60,0,263.0,,7,0,0,0,0.0,15780.0,
1184,0,0.281812558,79,1,0.304637654,10500.0,16,0,2,0,1.0,24.066374665999998,656.25
1185,0,0.058309113,70,0,0.723310676,2500.0,12,0,2,0,0.0,50.63174732,208.33333333333334
1186,0,0.075662361,63,0,0.315812527,6848.0,7,0,2,0,0.0,19.896189201000002,978.2857142857143
1187,1,0.087649402,27,0,0.009995457,2200.0,2,0,0,1,1.0,0.269877339,1100.0
1188,0,0.544761241,58,0,0.592103062,5976.0,13,0,2,0,1.0,34.341977596,459.6923076923077
1189,0,0.099272518,58,0,0.034020012,8494.0,3,0,0,0,3.0,1.973160696,2831.3333333333335
1190,0,0.201132761,65,0,0.248417722,7583.0,9,0,2,0,0.0,16.14715193,842.5555555555555
1191,0,0.0,48,0,0.31834083,2000.0,5,0,0,0,1.0,15.280359840000001,400.0
1192,0,0.0,43,0,0.0,,2,0,0,0,0.0,0.0,
1193,0,0.963614554,46,0,0.224283305,3557.0,5,1,1,0,3.0,10.31703203,711.4
1194,0,0.027130865,43,0,0.256738293,8050.0,6,0,1,0,1.0,11.039746599,1341.6666666666667
1195,0,0.081312065,65,1,315.0,,6,0,0,0,,20475.0,
1196,0,0.19129696,70,0,0.213109877,10083.0,15,0,1,0,0.0,14.91769139,672.2
1197,0,0.1031864,75,0,0.136302675,14166.0,5,0,2,0,0.0,10.222700625000002,2833.2
1198,0,0.9999999,50,0,0.914857386,2348.0,5,0,1,0,0.0,45.7428693,469.6
1199,0,0.030586236,36,1,0.310935893,2916.0,5,0,0,0,2.0,11.193692148,583.2
1200,0,0.041084962,64,0,0.264227981,12000.0,8,0,1,0,0.0,16.910590784,1500.0
1201,1,0.0,36,0,0.157678245,4375.0,7,0,0,0,2.0,5.67641682,625.0
1202,0,0.0,48,0,4212.0,,6,0,3,0,0.0,202176.0,
1203,0,0.375897212,62,0,0.29563096,9017.0,21,0,1,0,0.0,18.32911952,429.3809523809524
1204,0,0.9999999,68,0,0.196745562,1351.0,3,0,0,0,0.0,13.378698216,450.3333333333333
1205,0,0.9999999,59,0,0.020359935,5500.0,1,0,0,0,1.0,1.2012361649999999,5500.0
1206,0,0.096009775,53,0,0.545157068,4583.0,8,0,1,0,1.0,28.893324604,572.875
1207,0,0.0,37,1,1898.0,,3,0,1,0,0.0,70226.0,
1208,0,0.028200734,56,0,0.084599116,5200.0,10,0,1,0,0.0,4.737550496,520.0
1209,0,0.076703026,41,0,0.388436652,4790.0,14,0,2,0,0.0,15.925902731999999,342.14285714285717
1210,0,0.227820379,77,0,0.554915922,6600.0,24,0,2,0,0.0,42.728525993999995,275.0
1211,0,0.0,53,0,0.0,3000.0,2,0,0,0,1.0,0.0,1500.0
1212,0,0.019391297,68,0,0.064577141,3700.0,9,0,0,0,1.0,4.391245588,411.1111111111111
1213,0,0.149113358,68,0,0.699205217,4906.0,8,0,2,0,0.0,47.545954756,613.25
1214,0,0.726759759,55,0,0.65170345,9333.0,9,0,3,0,2.0,35.843689749999996,1037.0
1215,0,0.099815157,57,0,0.232339826,4260.0,8,0,1,0,1.0,13.243370082,532.5
1216,0,0.00077776,74,0,0.209539523,13333.0,6,0,3,0,0.0,15.505924702,2222.1666666666665
1217,0,0.51835032,73,0,0.685146095,9000.0,13,0,2,0,0.0,50.015664935000004,692.3076923076923
1218,0,0.083984419,49,0,2461.0,,5,0,2,0,3.0,120589.0,
1219,0,0.047286367,69,0,0.012931609,7500.0,5,0,0,0,0.0,0.8922810210000001,1500.0
1220,0,0.142122933,54,0,2859.0,,18,0,3,0,1.0,154386.0,
1221,0,0.058416154,29,0,0.299711296,5541.0,10,0,0,0,0.0,8.691627584,554.1
1222,0,0.006556256,88,0,6.0,,7,0,0,0,,528.0,
1223,0,0.062081558,28,0,0.012387188,5650.0,6,0,0,0,0.0,0.34684126400000004,941.6666666666666
1224,0,0.9999999,27,0,0.014697237,1700.0,0,0,0,0,1.0,0.396825399,1700.0
1225,0,0.0,43,0,0.437351223,4620.0,7,0,1,0,0.0,18.806102589,660.0
1226,0,0.065421016,56,1,0.238432226,1836.0,9,0,0,0,0.0,13.352204656,204.0
1227,0,0.901408451,27,0,0.15104398,2250.0,5,0,0,0,0.0,4.07818746,450.0
1228,0,0.072018143,50,0,1.434782609,2000.0,12,0,1,0,1.0,71.73913045,166.66666666666666
1229,0,0.392192869,43,0,0.150205533,9000.0,8,0,0,0,2.0,6.4588379190000005,1125.0
1230,0,0.507497501,68,0,0.012468828,3608.0,3,0,0,0,0.0,0.8478803039999999,1202.6666666666667
1231,0,0.0,37,0,1.687366167,1400.0,8,0,2,0,0.0,62.432548179,175.0
1232,1,0.9999999,60,1,0.540617473,4566.0,2,0,1,1,0.0,32.43704838,2283.0
1233,0,0.016118843,38,0,0.1247501,2500.0,12,0,0,0,1.0,4.7405038,208.33333333333334
1234,0,0.593788744,63,0,3400.0,,13,0,2,0,1.0,214200.0,
1235,0,0.9999999,64,0,423.0,,2,0,0,0,0.0,27072.0,
1236,0,0.361682297,41,0,0.19675058,5600.0,9,0,0,0,2.0,8.06677378,622.2222222222222
1237,0,0.811623025,33,1,0.439755691,1800.0,8,0,0,0,4.0,14.511937803,225.0
1238,0,0.213456163,64,0,0.735554618,2370.0,9,0,2,0,0.0,47.075495552,263.3333333333333
1239,0,0.002124734,73,0,3256.0,,9,0,1,0,,237688.0,
1240,0,0.040253329,54,0,0.401668012,7433.0,12,0,1,0,2.0,21.690072648,619.4166666666666
1241,0,0.443626281,53,0,0.253686578,4000.0,6,0,0,0,1.0,13.445388634,666.6666666666666
1242,0,0.002012856,59,0,1164.0,,2,0,1,0,0.0,68676.0,
1243,0,0.05575925,62,0,0.014802119,6417.0,6,0,0,0,0.0,0.917731378,1069.5
1244,0,0.007749806,60,0,0.220213749,7578.0,8,0,1,0,0.0,13.212824939999999,947.25
1245,0,0.696495633,46,0,0.276620563,6000.0,10,0,0,0,1.0,12.724545897999999,600.0
1246,0,0.58069462,39,1,0.785196922,4417.0,8,0,2,0,0.0,30.622679958,552.125
1247,0,0.120179936,52,1,0.427216786,9912.0,10,0,3,0,1.0,22.215272872,991.2
1248,0,0.022516958,67,0,1031.0,,5,0,1,0,0.0,69077.0,
1249,0,0.017594819,52,0,0.306472244,3908.0,7,0,1,0,1.0,15.936556688,558.2857142857143
1250,0,0.9999999,65,1,0.061422414,5567.0,1,0,0,0,0.0,3.99245691,5567.0
1251,0,0.0,84,0,0.0,,1,0,0,0,0.0,0.0,
1252,0,0.465521089,47,0,4085.0,,8,0,1,0,0.0,191995.0,
1253,0,0.874912509,46,0,0.302199741,8500.0,4,0,1,0,0.0,13.901188086000001,2125.0
1254,0,0.037273952,63,0,0.953488372,1805.0,8,0,1,0,0.0,60.069767436,225.625
1255,0,0.141762552,78,0,0.028257457,5732.0,5,0,0,0,0.0,2.204081646,1146.4
1256,0,0.017926392,62,0,0.005187456,4240.0,6,0,0,0,0.0,0.321622272,706.6666666666666
1257,0,0.082238982,30,0,2065.0,,7,0,2,0,,61950.0,
1258,0,0.07372713,53,0,0.139694329,7000.0,16,0,0,0,0.0,7.403799437,437.5
1259,0,0.006145513,74,0,3.0,,2,0,0,0,,222.0,
1260,0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0,23.593528478,289.4736842105263
1261,1,0.887080965,45,0,0.482275525,4710.0,4,0,1,1,2.0,21.702398625,1177.5
1262,0,0.293687348,31,0,1268.0,,13,0,0,0,0.0,39308.0,
1263,0,0.030153714,58,0,0.003999,4000.0,6,0,0,0,0.0,0.231942,666.6666666666666
1264,0,0.414618818,70,0,4681.0,,21,0,2,0,0.0,327670.0,
1265,0,0.853239735,62,0,0.48771563,1912.0,4,0,0,0,0.0,30.23836906,478.0
1266,0,0.004195682,45,1,0.478190226,8000.0,12,0,2,0,1.0,21.51856017,666.6666666666666
1267,1,0.767840152,74,3,0.2964495,2900.0,4,1,0,1,0.0,21.937262999999998,725.0
1268,1,0.041191762,31,0,0.261369315,2000.0,3,0,0,0,0.0,8.102448765,666.6666666666666
1269,0,0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0,0.503912367,1916.6666666666667
1270,0,0.006732763,76,0,613.0,,7,0,1,0,,46588.0,
1271,0,0.839792644,54,0,0.68240621,3091.0,9,0,1,0,1.0,36.84993534,343.44444444444446
1272,0,0.11327535,54,0,695.0,,5,0,1,0,1.0,37530.0,
1273,0,0.021418674,57,0,0.281414439,4750.0,13,0,1,0,1.0,16.040623023000002,365.38461538461536
1274,0,0.924271715,45,4,0.441760601,3725.0,7,2,0,0,2.0,19.879227045,532.1428571428571
1275,0,0.028458411,54,0,0.21915701,9750.0,22,0,1,0,0.0,11.834478540000001,443.1818181818182
1276,0,0.845719252,50,0,0.323338331,2000.0,6,0,0,0,1.0,16.16691655,333.3333333333333
1277,0,0.9999999,29,0,0.080187299,6833.0,3,0,0,0,0.0,2.325431671,2277.6666666666665
1278,1,0.965034965,35,0,0.062791628,7500.0,2,0,1,1,2.0,2.19770698,3750.0
1279,0,0.124366408,53,0,2196.0,,11,0,3,0,4.0,116388.0,
1280,0,0.033203829,71,0,0.318874019,6500.0,11,0,1,0,0.0,22.640055349,590.9090909090909
1281,0,0.036422035,30,0,1756.0,1.0,10,0,2,0,0.0,52680.0,0.1
1282,0,0.9999999,82,0,278.0,,0,0,0,0,,22796.0,
1283,0,0.760016551,48,2,0.917543584,6366.0,10,0,1,0,1.0,44.042092032,636.6
1284,0,0.9999999,41,0,0.007664112,3000.0,0,0,0,0,0.0,0.314228592,3000.0
1285,0,0.147775796,33,0,430.0,,8,0,0,0,0.0,14190.0,
1286,1,1.0085156,59,1,2.219737309,5633.0,23,0,4,0,0.0,130.964501231,244.91304347826087
1287,0,0.0,68,0,0.634674923,1614.0,9,0,1,0,1.0,43.157894764,179.33333333333334
1288,0,0.119775556,31,0,0.041959578,4551.0,3,1,0,0,0.0,1.300746918,1517.0
1289,0,0.251354973,39,1,0.385015331,7500.0,7,0,1,0,1.0,15.015597909,1071.4285714285713
1290,0,0.078912031,50,1,0.596621408,6333.0,7,0,1,0,0.0,29.831070399999998,904.7142857142857
1291,0,0.065464485,80,0,0.006854172,8461.0,1,0,0,0,0.0,0.54833376,8461.0
1292,0,0.018856544,35,1,0.234095738,8000.0,11,0,0,0,0.0,8.19335083,727.2727272727273
1293,0,0.551440662,44,0,0.418147936,6975.0,14,0,2,0,1.0,18.398509183999998,498.2142857142857
1294,0,0.153327953,61,0,3851.0,,6,0,2,0,1.0,234911.0,
1295,0,0.020212314,55,0,0.302395774,5300.0,13,0,1,0,0.0,16.63176757,407.6923076923077
1296,0,0.239551535,51,0,0.357444651,5916.0,10,0,1,0,1.0,18.229677201,591.6
1297,1,0.9999999,34,0,0.254256527,6166.0,5,1,1,1,2.0,8.644721918,1233.2
1298,0,0.024688074,45,0,0.199100928,6895.0,12,0,1,0,0.0,8.95954176,574.5833333333334
1299,0,0.796278584,44,0,2518.0,,6,5,1,2,4.0,110792.0,
1300,1,0.9999999,30,0,0.015108425,5625.0,2,0,0,0,1.0,0.45325275,2812.5
1301,0,0.623875225,41,0,0.037185126,2500.0,2,0,0,0,1.0,1.5245901659999999,1250.0
1302,0,0.176443529,67,0,0.182522829,9417.0,15,0,2,0,0.0,12.229029543,627.8
1303,0,0.0,42,0,0.483205749,6400.0,3,0,1,0,4.0,20.294641458,2133.3333333333335
1304,0,0.06769731,75,0,0.082053743,2083.0,11,0,0,0,0.0,6.154030725,189.36363636363637
1305,0,0.330939503,41,3,0.316851482,5500.0,6,0,1,0,2.0,12.990910762,916.6666666666666
1306,0,0.070324183,39,0,0.351426383,10445.0,12,0,1,0,4.0,13.705628937,870.4166666666666
1307,0,0.012739234,70,0,0.008663779,3000.0,6,0,0,0,0.0,0.60646453,500.0
1308,0,0.007868766,63,0,1448.0,,6,0,1,0,0.0,91224.0,
1309,0,0.019477727,41,0,0.365306454,6150.0,12,0,2,0,0.0,14.977564614,512.5
1310,0,0.447465042,59,0,0.496729238,7031.0,10,0,2,0,2.0,29.307025042,703.1
1311,0,0.987501953,52,0,3844.0,,12,0,2,0,0.0,199888.0,
1312,1,0.983078225,42,0,0.884470118,4500.0,17,0,2,0,2.0,37.147744956,264.70588235294116
1313,0,0.0,57,0,0.0,,12,0,0,0,0.0,0.0,
1314,1,0.972150876,59,0,1.473797947,1850.0,12,0,2,0,0.0,86.954078873,154.16666666666666
1315,0,0.714456939,49,2,1.60215311,4179.0,15,0,3,0,3.0,78.50550239,278.6
1316,0,0.021614553,67,0,2290.0,,8,0,1,0,1.0,153430.0,
1317,0,0.073037127,49,0,0.249922094,6417.0,8,0,2,0,0.0,12.246182606000001,802.125
1318,0,0.575314156,59,0,0.653881071,4405.0,6,0,1,0,0.0,38.578983189,734.1666666666666
1319,0,0.086460416,27,0,1.055530875,2250.0,7,0,2,0,0.0,28.499333625000002,321.42857142857144
1320,0,0.254093195,57,0,0.457734957,5500.0,12,0,2,0,0.0,26.090892549,458.3333333333333
1321,0,0.0,67,0,0.031403337,2037.0,4,0,0,0,1.0,2.104023579,509.25
1322,0,0.433365292,32,1,0.619267168,4120.0,5,0,1,0,1.0,19.816549376,824.0
1323,0,0.122020904,59,0,153.0,,9,0,0,0,0.0,9027.0,
1324,0,0.288425263,77,0,0.533965245,2531.0,8,0,1,0,0.0,41.115323865,316.375
1325,0,0.195256512,48,0,0.484398217,5383.0,20,0,3,0,0.0,23.251114416,269.15
1326,0,0.846574881,45,0,0.158640227,6000.0,5,0,0,0,2.0,7.1388102149999995,1200.0
1327,0,0.123564228,45,0,0.202103511,13215.0,5,0,1,0,2.0,9.094657995,2643.0
1328,0,0.007161678,82,0,3.0,,7,0,0,0,0.0,246.0,
1329,0,0.011753293,63,0,0.104972376,3800.0,3,0,1,0,0.0,6.613259688,1266.6666666666667
1330,0,0.0,59,0,1486.0,,4,0,1,0,2.0,87674.0,
1331,0,0.170685802,50,0,69.0,,5,0,0,0,3.0,3450.0,
1332,0,0.078534132,49,0,0.380691598,6390.0,7,0,1,0,0.0,18.653888302000002,912.8571428571429
1333,0,0.160060865,41,1,0.370769853,7416.0,8,1,1,0,1.0,15.201563972999999,927.0
1334,0,0.16351208,50,0,0.507061617,8000.0,14,0,4,0,3.0,25.353080849999998,571.4285714285714
1335,0,0.032008214,73,0,0.226599205,8300.0,11,0,2,0,0.0,16.541741965,754.5454545454545
1336,0,0.994133464,53,1,0.53749837,7666.0,10,0,1,0,0.0,28.48741361,766.6
1337,0,0.322649069,38,0,0.267259537,4272.0,5,0,2,0,0.0,10.155862405999999,854.4
1338,0,0.002983261,80,0,0.00012837,7789.0,2,0,0,0,0.0,0.0102696,3894.5
1339,1,0.617025827,26,0,0.160912815,3417.0,5,0,0,0,0.0,4.18373319,683.4
1340,1,0.409985282,69,1,0.279980823,14600.0,15,0,2,0,0.0,19.318676786999998,973.3333333333334
1341,0,0.002427884,77,0,0.238471257,3165.0,13,0,1,0,0.0,18.362286789,243.46153846153845
1342,0,0.173948934,68,0,3015.0,,7,0,2,0,0.0,205020.0,
1343,0,0.04719764,74,0,0.37567161,9305.0,8,0,5,0,8.0,27.799699139999998,1163.125
1344,0,0.202774562,59,0,6994.0,,23,0,3,0,2.0,412646.0,
1345,0,0.087406258,32,0,0.288977727,1750.0,8,0,0,0,2.0,9.247287264,218.75
1346,0,0.0,39,0,0.055915527,4166.0,5,0,0,0,0.0,2.180705553,833.2
1347,0,0.04569372,49,0,0.300174956,4000.0,14,0,1,0,1.0,14.708572843999999,285.7142857142857
1348,0,0.022780051,53,0,0.323067693,10000.0,14,0,2,0,1.0,17.122587729,714.2857142857143
1349,0,0.036934189,56,0,0.287934952,8362.0,8,0,1,0,2.0,16.124357312,1045.25
1350,0,0.0,62,0,1463.0,,5,0,1,0,0.0,90706.0,
